budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
24000000,"['Comedy', 'Romance']",,184098,,English,Think Like a Man Too,"All the couples are back for a wedding in Las Vegas, but plans for a romantic weekend go awry when their various misadventures get them into some compromising situations that threaten to derail the big event.",,['Will Packer Productions'],['United States of America'],2014/6/20,70181428,105,['English'],,,Think Like a Man Too,6.4,1119
41300000,"['Comedy', 'Crime']",,2069,ff2IczvMPQC1Ccn,English,The Whole Nine Yards,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",,"['Franchise Pictures', 'Lansdown Films', 'Morgan Creek Productions', 'Nine Yards Productions', 'Rational Packaging Company', 'Warner Bros.']","['Canada', 'United States of America']",2000/2/18,106371651,98,"['English', 'French', 'Spanish']",,"In the heart of suburbia, a hit man with heart has just moved in.",The Whole Nine Yards,6.2,1119
8200000,"['Drama', 'Family', 'Music', 'Romance']",,1788,sNjNqbXCcvi3,English,Footloose,"When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.",,"['IndieProd Company Productions', 'Paramount Pictures']",['United States of America'],1984/2/17,80035402,107,['English'],,,Footloose,6.4,1119
24000000,['Comedy'],,11635,Vps2zIDBd,English,Old School,Three friends attempt to recapture their glory days by opening up a fraternity near their alma mater.,,"['DreamWorks SKG', 'The Montecito Picture Company']",['United States of America'],2003/2/21,87055349,91,['English'],,"All the fun of college, none of the education.",Old School,6.6,1119
24000000,"['Comedy', 'Drama']",,177,CzXUWq2VpzG1IxfHTiUPWzQCGjMG2PN2MTi52MQTsfjk,English,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,,['TriStar Pictures'],['United States of America'],1991/9/9,41895491,137,['English'],,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,7.2,1119
65000000,"['Horror', 'Mystery', 'Thriller']",,3600,Mssei5QBpqQHT5YtPsWtfzspYfe5zcPPNz15cR,English,I Still Know What You Did Last Summer,"Unfinished business with coed Julie James brings the murderer to the Bahamas to terrorize her and her friends, Karla, Tyrell and Will, during a vacation. Can Ray Bronson who survived a bloody attack alongside Julie two summers ago, get to the island in time to save everyone?",,"['Columbia Pictures', 'Mandalay Entertainment', 'Summer Knowledge LLC']",['United States of America'],1998/11/13,40002112,100,['English'],,Someone is dying for a second chance.,I Still Know What You Did Last Summer,5.1,1119
24000000,"['Comedy', 'Drama', 'Romance']",,2621,IfPTI5WcF,English,Return to Me,"It took a lot of cajoling to get Bob (Duchovny), a recently widowed architect, to go on a blind date at a quirky Irish-Italian eatery. Once there, he's smitten instantly not with his date but with the sharp-witted waitress, Grace (Driver). Everything seems to be going great until an unbelievable truth is revealed, one that could easily break both of their hearts for good.",,"['JLT Productions', 'Metro-Goldwyn-Mayer (MGM)']",['United States of America'],2000/4/7,36609995,115,"['English', 'Italian']",,A comedy straight from the heart,Return to Me,6.1,1119
24000000,['Comedy'],,10358,YUDDifWfsfW1cq2IWGXa,English,Zack and Miri Make a Porno,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought.",,"['Blue Askew', 'View Askew Productions']",['United States of America'],2008/9/18,42105111,102,['English'],,What would you do to get out of debt?,Zack and Miri Make a Porno,6.1,1119
24000000,"['Comedy', 'War']",,10313,GffCGB5WpMID5xD5iYt7,English,The Men Who Stare at Goats,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",,"['BBC Films', 'Ruby Films', 'Smoke House']","['United Kingdom', 'United States of America']",2009/10/17,68729358,93,['English'],,No goats. No glory.,The Men Who Stare at Goats,5.9,1119
17000000,"['Comedy', 'Romance']",,13476,CBNTceQN1,English,Win a Date with Tad Hamilton!,"A small-town girl wins a date with a Hollywood star through a contest. When the date goes better than expected, a love triangle forms between the girl, the celebrity, and the girl's best friend.",,['DreamWorks SKG'],['United States of America'],2004/1/23,16980098,95,['English'],,"In every love story, there's only room for one leading man.",Win a Date with Tad Hamilton!,5.5,1119
24000000,"['Comedy', 'Family', 'Fantasy', 'Science Fiction']",,10208,fbPGH,English,Muppets from Space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",,"['Columbia Pictures', 'Jim Henson Company, The']",['United States of America'],1999/7/14,16290976,87,['English'],,Space. It's not as deep as you think.,Muppets from Space,5.8,1119
24000000,"['Adventure', 'Family', 'Fantasy', 'Music']",,24961,cjVNUD51pNpQA,English,The Wiz,"A Thanksgiving dinner brings a host of family together in a Harlem apartment, where a 24-year-old schoolteacher named Dorothy Gale (Diana Ross) lives with her Aunt Em (Theresa Merritt) and Uncle Henry (Stanley Greene). Extremely introverted, she has, as Aunt Em teases her, ""never been south of 125th Street"", and refuses to move out and on with her life.",,"['Motown Productions', 'Universal Pictures']",['United States of America'],1978/10/24,21049053,134,['English'],,From the book that's an American tradition‚Ä?from the smash-hit Broadway show‚Ä?the entertainment of the year!,The Wiz,5.9,1119
24000000,"['Action', 'Comedy', 'Drama']",,20697,UfYCk,English,Ready to Rumble,Two slacker wrestling fans are devastated by the ousting of their favorite character by an unscrupulous promoter.,,"['Bel Air Entertainment', 'Warner Bros.']",['United States of America'],2000/4/7,12372410,107,['English'],,They're headed to the big time...face first.,Ready to Rumble,4.7,1119
24000000,"['Comedy', 'Drama']",,20761,UR,English,Play It to the Bone,"Two aging fighters in LA, friends, get a call from a Vegas promoter because his undercard fighters for a Mike Tyson bout that night are suddenly unavailable. He wants them to box each other. They agree as long as the winner gets a shot at the middleweight title. They enlist Grace, Cesar's current and Vinnie's ex girlfriend, to drive them to Vegas.",,['Touchstone Pictures'],['United States of America'],1999/12/25,8434146,124,"['English', 'French']",,,Play It to the Bone,5.7,1119
24000000,"['Comedy', 'Romance']",,70868,bIYTTWP5YTVp5,English,I Don't Know How She Does It,"A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.",,['The Weinstein Company'],['United States of America'],2011/9/16,30551495,89,['English'],,"If it were easy, men would do it too.",I Don't Know How She Does It,5,1119
24000000,"['Comedy', 'Horror']",,43593,UqGTUDxD5zjzBIiCP3,English,Piranha 3D,"Each year the population of sleepy Lake Victoria, Arizona explodes from 5,000 to 50,000 residents for the annual Spring Break celebration. But then, an earthquake opens an underwater chasm, releasing an enormous swarm of ancient Piranha that have been dormant for thousands of years, now with a taste for human flesh. This year, there's something more to worry about than the usual hangovers and complaints from locals, a new type of terror is about to be cut loose on Lake Victoria.",,"['Aja / Levasseur Productions', 'Atmosphere Entertainment MM', 'Chako Film Company', 'Dimension Films', 'Intellectual Properties Worldwide', 'The Weinstein Company']",['United States of America'],2010/8/20,83188165,88,['English'],,There's something in the water.,Piranha 3D,5.3,1119
24000000,"['Animation', 'Comedy', 'Family']",,40688,,English,Meet the Deedles,Two surfers end up as Yellowstone park rangers and have to stop a former ranger who is out for revenge.,,['Walt Disney Pictures'],[],1998/3/27,4562146,93,['English'],,Fish out of water...Surfers in Yellowstone,Meet the Deedles,4.1,1119
28000000,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",,26672,ztXYGp1pvTTvTTMiK,English,The Thief and the Cobbler,"It is written among the limitless constellations of the celestial heavens, and  in the depths of the emerald seas, and upon every grain of sand in the vast  deserts, that the world which we see is an outward and visible dream, of an  inward and invisible reality ... Once upon a time there was a golden city. In  the center of the golden city, atop the tallest minaret, were three golden  balls. The ancients had prophesied that if the three golden balls were ever  taken away, harmony would yield to discord, and the city would fall to  destruction and death. But... the mystics had also foretold that the city might  be saved by the simplest soul with the smallest and simplest of things. In the  city there dwelt a lowly shoemaker, who was known as Tack the Cobbler. Also in  the city... existed a Thief, who shall be ... nameless.",,"['Allied Filmmakers', 'Miramax Films', 'Richard Williams Productions']",['United Kingdom'],1993/9/23,669276,72,['English'],,,The Thief and the Cobbler,6.8,1119
24000000,"['Action', 'Crime', 'Drama', 'Thriller']",,41283,,English,Faster,"Driver (Dwayne Johnson) has spent the last 10 years in prison planning revenge for the murder of his brother. Now that Driver is free to carry out his deadly plan only two men stand in his way- Billy Bob Thornton plays a veteran cop and Oliver Jackson-Cohen, a crazy hitman. With those two close on his trail, Driver races to carry out his mission as the mystery surrounding his brothers murder deepens.",,"['CBS Films', 'Castle Rock Entertainment', 'State Street Pictures', 'TriStar Pictures']",['United States of America'],2010/11/23,23081726,98,['English'],,Slow Justice is no Justice,Faster,6.1,1119
23600000,"['Comedy', 'Horror']",,19908,YU2DVUYYfqCfYTCvTCNMTfTQ55NjWsGc52VptjqTWCvzQXtTk,English,Zombieland,"Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.",,"['Columbia Pictures', 'Pariah', 'Relativity Media']",['United States of America'],2009/10/7,102391382,88,['English'],,This place is so dead,Zombieland,7.2,1119
23000000,['Comedy'],,10663,HTHDbxDbivHfCs2icUR,English,The Waterboy,Bobby Boucher is a water boy for a struggling college football team. The coach discovers Boucher's hidden rage makes him a tackling machine whose bone-crushing power might vault his team into the playoffs.,,['Touchstone Pictures'],['United States of America'],1998/11/6,185991646,90,['English'],,You can mess with him. But don't mess with his water.,The Waterboy,5.9,1119
18000000,"['Action', 'Adventure', 'Science Fiction']",,1891,YXxbWCMYtQevvCYvCYPN2Is1c5XXpCCtfIUYGetfjvCVUj,English,The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.",,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",['United States of America'],1980/5/17,538400000,124,['English'],,The Adventure Continues...,The Empire Strikes Back,8.2,1119
